"sex","aage","AJBHRS","ancars","ahhsize","aqfedhi","arace","aregion","atenure","avote","afiyr"
2,20,15,"0","3","6","1","18","7","2",1671.8176269531
1,17,12,"2","4","7","1","4","2","1",0
2,27,33,"1","2","2","1","18","2","1",16704.705078125
1,16,10,"2","4","7","1","9","1","11",579.799987793
2,25,33,"1","2","2","1","1","7","1",7140.6748046875
1,33,35,"2","3","6","1","4","2","3",19943.09375
1,53,28,"1","3","12","1","3","1","1",9174
2,22,37,"3","4","7","1","8","2","1",7881.4814453125
2,47,20,"1","2","7","1","4","2","1",3200
2,51,38,"1","1","12","1","3","2","1",9078.873046875
2,36,30,"2","4","12","1","16","2","2",4136.0556640625
2,32,30,"0","4","7","1","3","3","1",7434.2045898438
1,47,38,"1","1","2","1","18","1","2",27600
2,20,40,"1","4","6","1","8","1","2",2691.4262695313
1,28,43,"1","3","7","1","16","2","1",10864.619140625
2,50,20,"1","3","12","1","2","3","10",0
1,30,40,"1","2","9","1","5","2","2",9616.7998046875
2,26,50,"1","2","4","1","11","2","3",6497.599609375
2,65,22,"1","2","12","1","1","3","2",11776.1181640625
1,25,35,"2","2","2","1","2","7","2",13006.427734375
2,36,23,"0","3","7","1","15","2","1",5149.0874023438
1,18,20,"0","4","7","1","18","1","2",888.7702636719
1,25,40,"1","2","9","1","15","2","1",11723.9921875
1,30,42,"0","2","12","1","3","3","2",8517.0849609375
1,56,34,"1","2","6","1","18","2","2",8422.61328125
2,51,38,"1","3","12","1","11","2","1",5668
2,48,30,"2","2","12","1","6","2","6",9097
2,37,11,"1","4","5","1","3","2","1",5814.9790039063
2,47,13,"2","4","7","1","18","2","4",1899.8800048828
1,36,37,"2","2","2","1","2","2","11",17093.603515625
2,32,84,"2","2","2","1","15","2","3",15625.9111328125
2,16,14,"2","3","7","1","3","2","2",1733.6335449219
2,30,10,"0","6","6","1","8","2","2",2171.9514160156
1,36,40,"2","3","4","1","8","2","10",21064.779296875
2,27,40,"1","2","7","1","18","5","1",13652.1572265625
2,47,37,"2","3","5","2","3","2","2",12713.580078125
1,23,7,"2","3","4","1","4","2","1",1745.5139160156
2,22,20,"0","4","12","1","6","3","10",4582.1782226563
2,28,38,"1","2","5","1","18","7","2",15198.048828125
2,41,36,"2","4","12","1","11","2","1",8008.6962890625
2,40,35,"1","3","3","1","3","2","1",15463.892578125
2,49,20,"2","2","7","1","4","2","1",5161.986328125
2,28,39,"0","2","9","1","3","3","2",8897.9921875
2,30,40,"2","2","7","1","2","2","1",11517.9423828125
2,42,20,"1","4","8","1","2","2","3",2292.7319335938
1,33,39,"1","4","6","1","18","3","2",13094.2412109375
1,27,40,"1","5","7","1","3","2","1",13520
2,27,37,"2","3","8","1","16","2","10",8150.1865234375
2,26,37,"2","2","9","1","3","2","1",12112.3837890625
2,30,37,"1","1","4","1","11","2","1",15517.865234375
1,31,40,"2","3","7","1","10","2","1",12600
1,16,15,"0","4","7","1","18","3","4",1611.5
1,17,38,"1","5","9","1","4","2","1",3480.4870605469
2,43,16,"1","3","12","1","3","2","10",5926.134765625
1,33,35,"2","3","2","1","18","6","6",31718.59765625
2,38,11,"1","5","3","1","6","2","1",7195.109375
1,23,37,"1","2","6","1","18","2","4",7298.6606445313
2,50,25,"1","1","2","1","4","1","2",11567.484375
2,53,38,"2","2","12","1","9","2","1",11760
1,25,39,"3","3","7","1","18","2","4",10578
2,27,34,"2","2","4","1","2","2","1",7986.185546875
1,20,39,"1","4","9","1","17","3","2",10028.2841796875
1,30,36,"1","5","12","1","17","4","2",4302.380859375
2,39,26,"2","5","12","1","3","6","2",9764.55859375
1,22,31,"1","3","7","1","9","2","3",6646.71484375
1,55,18,"1","2","10","1","3","2","1",5720.4150390625
1,23,39,"2","3","4","1","13","2","2",10798.1484375
2,39,40,"2","4","12","1","5","2","10",7908.9272460938
1,45,40,"2","3","12","1","6","2","2",13185.099609375
2,36,36,"1","2","8","4","1","2","2",14478.6171875
1,57,37,"2","3","4","1","1","2","2",16958.244140625
1,19,40,"0","1","7","1","13","1","2",6272.64453125
2,34,40,"1","1","2","1","13","2","1",14116.9951171875
2,64,6,"1","2","7","1","3","5","1",3575.1733398438
1,41,43,"1","5","9","1","16","2","1",23720
2,19,37,"1","2","6","1","17","1","2",7936.1616210938
1,36,55,"1","1","4","1","6","2","1",19807.8515625
1,25,43,"2","5","9","1","14","2","1",8675.2529296875
1,50,40,"1","2","7","1","7","2","1",11464.619140625
2,42,16,"1","5","7","1","10","2","1",3556.5454101563
1,63,35,"1","1","7","1","18","3","2",9176.400390625
1,31,37,"1","3","4","1","18","2","1",16624.921875
2,21,39,"0","1","7","1","4","4","1",8525.126953125
1,47,35,"1","3","7","1","16","1","1",14405.54296875
1,31,35,"2","4","4","1","4","2","1",13018.8408203125
2,45,15,"2","2","3","1","7","2","3",9947.8203125
1,19,15,"2","5","6","1","15","2","8",684.0936889648
1,49,40,"2","4","6","1","3","2","1",15080
1,21,38,"3","4","6","1","4","2","1",11428.90234375
1,48,37,"2","4","6","1","16","2","1",22568.63671875
1,33,37,"1","3","3","1","8","2","6",11545.3740234375
1,19,65,"2","3","6","1","7","3","2",6719.7646484375
2,35,15,"2","5","6","1","18","2","10",3321.9125976563
1,30,37,"1","1","2","1","3","6","1",22908.71484375
2,35,40,"1","5","12","1","7","2","3",6283.5537109375
2,55,35,"3","5","7","1","5","2","3",10309.5029296875
1,20,50,"3","3","9","1","13","1","2",6858.9912109375
2,52,6,"1","2","12","1","3","1","1",1224
1,39,40,"0","1","6","1","3","2","10",15888.279296875
2,20,48,"3","3","4","1","9","2","1",5101.955078125
2,38,20,"1","4","8","1","18","5","1",4245.9692382813
1,21,40,"2","3","7","1","18","3","4",7045.6000976563
1,35,37,"1","2","2","5","9","2","2",9649.556640625
2,42,39,"0","4","12","1","12","2","2",4583.9711914063
1,28,40,"1","3","12","2","1","-9","2",16813.4609375
1,18,35,"0","4","7","1","12","2","2",4451.9379882813
2,59,37,"0","2","12","1","17","6","2",8570
1,18,36,"1","3","7","1","3","2","2",4769.6591796875
1,52,47,"2","3","2","1","17","2","3",30113.1796875
1,45,55,"2","5","7","1","3","2","1",16867.60546875
2,19,38,"3","4","7","1","9","8","10",5896.5361328125
1,32,40,"2","2","7","1","16","2","1",11583.92578125
2,21,38,"1","3","6","1","12","7","2",4046.6591796875
2,43,24,"2","4","12","1","8","2","1",4796.7788085938
2,18,40,"3","4","6","1","1","2","2",0
2,36,35,"2","2","7","1","4","2","1",12110.4267578125
1,18,10,"1","3","6","1","4","7","1",2268.8000488281
2,37,39,"1","3","12","1","4","3","3",12975.6279296875
1,38,56,"1","2","6","1","17","1","1",13289.3212890625
1,33,30,"1","4","4","1","3","5","1",17929.38671875
1,49,37,"1","3","3","1","3","6","2",8604.953125
1,61,39,"0","2","12","1","17","1","2",7980.1411132813
1,34,40,"1","3","10","1","17","2","2",9912.7197265625
2,42,42,"2","2","7","1","3","2","2",12418.8916015625
2,58,39,"1","4","12","1","18","1","1",5980.1000976563
1,43,37,"1","6","4","1","3","2","2",15307.90625
1,19,39,"1","3","7","1","9","2","2",3445.1682128906
2,42,19,"1","3","12","1","17","6","2",2991.16015625
2,27,8,"0","2","12","1","12","3","2",5294.9482421875
1,37,47,"1","3","7","1","18","2","2",9410.2568359375
2,32,37,"0","2","12","5","3","1","10",12156.5576171875
2,49,30,"2","3","7","1","6","2","1",6632.517578125
2,29,37,"1","2","6","1","3","2","6",13910.8408203125
1,34,60,"2","2","12","1","11","2","1",10207.390625
2,20,37,"2","5","6","1","3","2","1",8584.5625
2,63,35,"1","2","8","1","11","1","1",4128.6650390625
1,42,40,"1","4","2","5","18","2","2",32454.96484375
2,43,14,"1","5","4","1","4","2","2",3231.4206542969
1,40,39,"3","4","7","1","12","2","8",16056.3515625
2,22,30,"1","2","7","1","15","2","8",1825
2,59,24,"1","4","12","1","18","3","2",5282.7802734375
2,44,11,"0","1","12","1","16","3","2",4123.2177734375
1,50,37,"2","5","4","1","3","2","2",24824.822265625
2,47,36,"1","1","7","1","17","2","1",12009.23828125
2,28,40,"1","4","12","1","18","7","2",7194.5185546875
1,51,40,"2","3","4","1","4","2","3",22088.75390625
2,20,35,"3","7","7","1","3","2","1",8403.2333984375
1,20,37,"1","2","9","1","3","1","1",14406.466796875
1,25,40,"2","4","7","1","8","2","1",11959.76171875
1,31,39,"0","2","12","1","13","3","2",5767.9965820313
2,23,40,"0","2","5","1","3","2","2",11060.09765625
2,52,39,"3","3","12","1","8","2","2",5460
1,65,15,"2","2","12","1","3","1","1",15666.4697265625
1,36,37,"2","4","2","1","5","2","1",20000
2,61,17,"0","1","12","1","9","3","2",3920.4182128906
2,40,39,"1","3","4","1","9","2","3",15849.5576171875
1,17,9,"3","4","7","1","13","1","11",1210.21875
2,41,35,"1","2","4","1","2","2","10",23520.939453125
1,45,37,"2","4","6","1","8","2","1",13907.5751953125
2,26,37,"1","3","2","1","18","2","1",10423.064453125
1,28,35,"1","2","4","1","1","2","1",23790.9609375
1,27,37,"2","2","7","1","13","2","1",7475.1484375
1,32,37,"1","2","2","1","18","2","1",15666.9287109375
1,29,49,"1","5","9","1","6","3","1",12800
2,45,35,"0","3","7","1","7","4","1",9663.92578125
1,46,56,"1","3","12","1","13","2","2",15581.83984375
2,25,35,"1","2","6","1","8","2","3",6961.9296875
1,29,37,"1","2","7","1","16","2","2",10975.900390625
1,39,37,"1","2","6","5","3","2","2",13179.3603515625
2,50,38,"2","3","7","1","3","2","1",7792.1098632813
2,17,14,"2","4","7","1","11","2","1",1079.0031738281
2,16,10,"2","5","7","1","7","2","11",739.5702514648
2,17,8,"0","4","7","1","3","3","2",1534.7314453125
1,40,38,"2","1","4","1","2","2","1",24609.23828125
1,27,35,"0","2","4","1","18","7","2",6472.2919921875
2,56,42,"1","1","12","1","6","2","1",4658.9130859375
1,19,35,"2","3","7","1","5","2","10",5611.0229492188
2,29,37,"1","4","7","1","17","2","1",10549.8212890625
2,23,35,"3","3","2","1","4","2","1",12189.3671875
1,35,40,"1","4","12","1","5","3","10",8320
2,41,30,"0","2","7","9","2","2","3",11838.220703125
2,30,25,"0","4","2","2","13","2","2",3469.1091308594
2,37,35,"1","5","7","1","11","2","2",6324.9345703125
2,38,35,"2","2","7","1","18","2","3",6308.615234375
2,43,40,"2","4","7","1","5","2","1",8187.4887695313
1,35,97,"1","4","4","1","3","2","1",22992.30859375
1,25,65,"3","3","6","1","3","2","10",10136
1,31,38,"2","4","2","1","9","2","3",20408.314453125
2,20,24,"2","5","9","1","1","2","2",6605.1645507813
1,32,39,"3","3","7","1","4","1","10",11231.6953125
2,33,39,"2","3","7","1","16","2","1",18811.14453125
2,32,11,"1","5","5","1","17","2","1",2573.1762695313
2,21,40,"1","3","7","1","7","2","10",9017
2,46,36,"1","4","4","1","11","2","1",13149.884765625
1,51,31,"1","1","2","1","6","2","2",19303.72265625
2,40,35,"1","1","4","1","3","2","1",31488.439453125
1,18,20,"2","4","6","1","15","2","2",1619.5999755859
1,48,37,"1","4","4","1","3","2","10",18952.8515625
2,65,40,"1","2","12","1","3","2","1",4281.6586914063
2,50,12,"1","3","3","1","8","1","1",4308.6889648438
1,24,35,"1","3","6","2","7","2","2",6233
1,45,39,"0","3","12","1","8","2","2",6910.5541992188
2,50,30,"3","3","7","1","2","1","1",7242.486328125
2,41,38,"3","3","7","1","3","2","1",12847.16015625
2,36,18,"2","4","7","1","18","2","3",5137.759765625
2,37,35,"1","2","1","1","1","2","1",18005.080078125
2,64,12,"1","2","8","1","8","1","1",1639.6999511719
2,50,12,"2","2","7","1","11","2","1",1043.9128417969
1,17,12,"3","4","7","1","3","2","11",1651.5561523438
1,30,45,"1","3","7","1","3","1","1",12865.599609375
1,30,39,"1","3","7","1","18","3","2",8320.544921875
2,47,23,"1","3","12","1","15","1","2",2303.0700683594
1,38,55,"2","5","10","1","16","2","1",13373.751953125
1,42,41,"1","3","12","1","16","1","2",21294.1328125
1,17,7,"2","5","7","1","4","1","6",684
1,22,40,"3","4","2","1","3","7","3",8063.7490234375
2,54,42,"2","3","12","1","1","2","2",17741.58984375
1,29,35,"2","2","2","1","11","2","1",16430.732421875
1,17,24,"0","3","9","6","3","2","11",6878.4521484375
1,61,6,"1","3","5","1","3","1","2",10680
2,35,35,"2","2","3","1","12","1","1",17726.1875
1,36,50,"1","3","12","1","14","2","1",18260
2,50,20,"2","5","6","1","5","2","3",5909.8056640625
1,33,40,"2","3","4","1","3","2","1",49836.953125
2,50,30,"1","2","12","1","6","2","2",4005.0046386719
2,56,7,"2","3","3","1","3","2","1",6424.26171875
1,31,37,"2","2","1","1","3","2","2",24610.162109375
2,32,16,"1","4","7","1","4","2","2",1155.8382568359
1,27,41,"1","1","7","1","1","3","2",14320.4609375
1,47,35,"2","4","2","1","3","2","2",25892.0390625
2,40,22,"2","5","6","1","5","2","3",8839.4697265625
1,22,37,"1","1","2","1","4","7","3",8831.0732421875
2,37,27,"1","4","7","1","17","3","3",7076.2158203125
1,40,40,"1","3","4","1","4","2","1",39074.6640625
2,41,37,"1","1","4","1","17","2","2",16743.84765625
1,62,12,"1","2","4","1","3","1","1",7680
1,34,40,"1","4","4","1","3","5","1",20942.482421875
1,36,65,"2","4","7","1","16","2","2",22440
2,44,8,"2","4","7","1","8","2","3",2443.2849121094
2,43,37,"2","2","12","1","3","6","10",10448.080078125
2,32,12,"0","3","12","1","1","3","2",6788.5161132813
2,26,39,"1","4","7","1","16","1","2",7519.0166015625
1,56,39,"1","2","12","1","4","4","3",23117
2,27,40,"1","2","7","1","18","2","1",11408.314453125
2,39,12,"1","5","12","1","4","2","2",3832.7897949219
1,23,37,"0","3","7","1","6","2","8",8460.16796875
1,33,35,"2","2","6","1","3","2","3",14625.5771484375
1,21,15,"2","3","7","1","11","2","10",1995.0434570313
2,18,14,"2","3","7","1","6","2","8",3082.6110839844
1,63,39,"0","2","12","1","1","2","1",18720.62109375
2,18,40,"1","3","7","1","7","2","10",4851.9716796875
2,39,16,"0","5","12","1","6","4","2",7519.7666015625
1,60,37,"2","3","11","1","3","3","1",10898.7890625
1,42,35,"2","4","2","1","18","2","2",19980
1,28,37,"1","3","9","1","8","2","1",9936.2998046875
1,47,50,"1","3","1","1","13","2","2",21987.51171875
2,39,38,"1","5","9","1","3","2","2",9643.7998046875
1,53,35,"3","5","12","1","5","2","1",16506.697265625
1,44,39,"1","2","12","1","12","2","3",10975.099609375
1,47,39,"2","2","10","1","6","6","2",10216.400390625
1,59,39,"0","3","12","1","12","3","2",12364.6650390625
1,30,40,"1","2","4","9","2","5","1",29965.693359375
1,43,40,"1","1","2","1","8","2","1",18163.46484375
1,21,36,"2","4","7","1","7","1","1",8253.3486328125
2,35,10,"1","4","3","1","5","2","1",6867.978515625
2,39,40,"1","1","4","1","7","2","1",18156.859375
1,33,39,"1","1","7","1","15","2","2",16640
2,37,12,"1","4","12","1","6","2","1",3864.2587890625
2,58,35,"1","2","6","1","13","2","2",5587.8999023438
2,49,40,"2","2","2","1","13","1","1",19072.587890625
2,43,40,"2","4","3","1","11","2","1",17059.328125
1,38,37,"1","3","4","1","4","1","1",10586.0966796875
2,34,30,"1","4","12","1","6","3","2",7677.0361328125
2,35,17,"0","4","6","1","18","2","2",4140.201171875
2,48,32,"0","5","12","1","3","2","2",8554.4501953125
1,52,35,"3","4","4","1","3","2","1",16266.466796875
1,43,40,"1","3","7","1","17","2","1",17427.3515625
2,37,38,"2","2","3","1","4","4","3",11552
2,36,37,"2","2","4","1","6","2","1",16529.451171875
1,23,39,"3","4","9","1","17","1","2",13426.294921875
1,49,37,"2","5","4","1","3","2","1",30509.421875
2,26,39,"0","2","7","1","18","3","2",4444.50390625
2,26,35,"3","3","7","1","7","2","1",6874.2900390625
1,19,40,"2","4","4","1","11","2","10",6169.0532226563
2,46,37,"1","2","12","1","7","1","2",6117.947265625
1,22,45,"0","2","7","1","7","3","2",6186.7143554688
1,30,35,"3","5","6","1","2","1","3",13131.46484375
2,53,25,"1","2","8","1","2","3","1",7467.4140625
2,45,38,"2","3","7","1","17","2","1",8057
1,35,39,"0","5","12","1","8","2","2",12345.19921875
1,48,36,"1","2","12","1","6","2","2",15605.54296875
2,44,33,"1","1","2","1","18","2","4",18498.88671875
1,41,37,"3","4","7","1","6","2","1",6837
2,25,50,"2","2","2","1","7","5","3",10159.720703125
1,18,37,"2","4","7","1","2","1","1",2633.5380859375
2,17,8,"2","4","7","1","4","2","11",1047.6400146484
2,29,36,"1","2","2","1","6","2","10",17356.349609375
1,44,40,"2","3","12","1","13","1","3",15154
1,20,39,"3","4","7","1","14","2","10",5778.3999023438
2,42,36,"1","3","6","1","4","2","1",12121.701171875
2,47,37,"1","2","1","1","18","2","2",16455.234375
1,40,36,"2","3","1","1","2","1","1",38306.953125
2,51,37,"2","3","7","1","11","2","2",8455.892578125
1,55,40,"1","2","10","1","5","3","3",9580.60546875
1,38,37,"1","3","6","1","6","2","1",12797.947265625
1,49,48,"2","2","12","1","13","2","3",11955.599609375
2,33,30,"1","4","6","1","18","2","3",5815.2470703125
2,49,30,"2","3","2","1","14","2","2",15743.841796875
1,48,37,"2","3","7","1","16","2","2",11450.0859375
2,43,25,"0","3","12","1","12","2","10",4976.9497070313
1,34,35,"1","5","12","1","10","2","2",18034.23828125
2,38,47,"1","2","4","1","3","2","1",22317.62109375
2,44,10,"2","4","3","1","11","2","1",5120.9858398438
1,26,40,"1","3","12","1","8","3","2",12345.5
2,54,39,"0","1","7","1","12","1","2",8754.5234375
2,35,20,"1","3","7","1","14","2","1",3233.3562011719
1,52,38,"1","4","7","1","11","2","1",10648.1572265625
2,22,39,"1","2","4","1","14","2","2",5754
2,21,38,"1","2","6","1","3","2","2",8880.8291015625
1,24,40,"1","1","6","1","1","7","1",12604.619140625
1,45,39,"0","3","12","1","10","4","2",13534.4111328125
2,55,38,"1","2","5","1","18","2","2",17430.720703125
2,21,32,"1","5","4","1","1","3","1",9137.064453125
1,29,35,"1","2","2","1","1","7","3",18246.708984375
1,33,45,"0","3","6","1","2","2","2",11961.181640625
1,32,40,"2","4","9","1","10","2","1",20007.34375
1,23,37,"1","2","2","1","7","1","2",10647.6845703125
2,37,37,"1","4","2","1","9","2","2",19755.23046875
2,65,10,"1","2","7","1","3","5","1",4026.4594726563
1,24,39,"0","2","4","1","14","8","2",7340
2,23,37,"2","2","5","1","7","2","10",11034.27734375
1,34,39,"2","4","12","1","14","2","2",10948.8740234375
2,51,20,"2","3","2","1","11","2","10",6672.1098632813
2,18,35,"0","2","7","6","11","2","2",3777.1062011719
2,57,39,"1","2","8","1","7","2","2",6496.998046875
1,58,37,"1","2","10","1","17","2","1",17678.02734375
1,49,5,"0","2","5","1","5","3","3",5907.4990234375
2,40,31,"2","5","7","1","17","2","1",9846.900390625
1,36,37,"2","2","6","1","2","2","1",13847.54296875
2,56,40,"0","1","12","1","4","2","1",8900
1,31,35,"0","1","4","4","3","7","11",5600.5444335938
2,49,37,"2","2","2","1","8","2","1",11430.16015625
1,44,35,"3","4","6","1","3","2","1",22395.2890625
2,45,7,"2","4","2","1","6","6","2",4262.751953125
2,33,25,"1","3","7","1","11","2","1",5289.05859375
1,41,37,"2","4","6","1","3","2","2",31872.93359375
2,31,35,"0","3","2","1","9","2","2",21258.3046875
1,26,42,"2","3","6","1","3","2","2",13060
2,31,40,"2","3","7","9","2","2","10",14685.9189453125
2,28,20,"1","4","7","1","12","2","2",5868.8637695313
1,47,40,"2","5","7","1","3","6","1",16986.8359375
1,25,40,"3","4","9","1","15","2","10",9681.2958984375
1,27,35,"1","1","7","1","1","2","2",15036.416015625
1,38,39,"2","2","12","1","3","2","2",11793.8251953125
1,55,39,"2","4","4","1","6","2","2",15753.3603515625
2,25,35,"2","2","4","1","2","2","1",10930.6416015625
2,27,37,"1","2","6","1","6","6","1",8945.08203125
1,59,40,"1","2","6","1","2","1","1",18660.775390625
1,32,37,"2","2","6","1","1","2","3",26410.625
2,34,40,"1","4","12","1","3","2","1",6826.87890625
1,16,8,"1","3","13","1","2","1","11",1100
2,36,37,"2","2","6","1","13","2","1",14184.69140625
2,38,37,"1","1","5","1","18","3","2",8500.58203125
2,19,11,"1","5","6","1","3","2","6",2620.1770019531
1,27,52,"2","3","9","1","7","2","10",11210
2,31,39,"0","1","4","1","5","7","2",5718.4663085938
1,58,75,"2","2","7","1","16","2","1",18576.8125
1,28,37,"2","2","2","1","11","2","3",21639.529296875
2,38,38,"2","2","2","1","3","2","3",14646.0244140625
1,25,45,"2","2","4","1","5","2","1",13516.884765625
2,56,14,"1","2","12","1","18","1","2",2243.2199707031
1,47,40,"2","4","7","1","6","5","3",10526.185546875
1,24,37,"1","3","6","1","14","6","1",10356.8740234375
1,54,37,"2","2","4","1","14","2","1",24791.921875
2,49,40,"0","2","12","1","10","2","2",5600.2680664063
2,21,40,"3","4","7","1","14","2","1",6428
1,34,37,"1","4","12","1","12","2","2",9108.0908203125
1,51,37,"1","2","6","1","7","2","2",12743.1181640625
1,50,40,"1","3","6","1","8","2","1",14507.72265625
2,26,48,"0","2","2","1","15","2","2",12768.3564453125
2,30,35,"1","2","8","1","13","2","2",7485.6166992188
1,28,37,"1","2","1","9","1","2","2",17972.255859375
1,27,40,"3","2","2","1","11","2","2",16600
2,44,20,"1","3","4","1","2","3","2",5520.1743164063
2,38,40,"1","4","2","1","13","2","3",15835.029296875
1,75,40,"1","2","4","1","3","6","1",6491.7509765625
2,33,40,"1","5","7","1","7","3","2",1203.712890625
2,51,48,"1","2","12","5","9","2","2",7485.1201171875
2,48,25,"2","4","7","1","7","2","2",9793.6083984375
2,47,38,"2","2","12","1","8","1","10",12404.69921875
2,45,38,"2","3","12","1","3","3","1",6830.4951171875
1,35,38,"1","4","6","1","9","2","2",18772.80078125
2,33,22,"0","5","7","1","8","2","3",4500.8325195313
1,20,45,"2","4","7","1","4","5","1",4510.0048828125
2,49,30,"0","2","12","1","6","3","10",2830.4125976563
1,24,45,"2","3","4","2","2","1","2",10416.599609375
2,61,16,"1","2","7","1","10","2","3",1951.1066894531
1,35,37,"1","1","2","1","3","2","3",24591.54296875
1,33,38,"1","2","2","1","2","2","1",20837.12109375
1,53,39,"1","2","12","1","12","2","2",14191.515625
2,50,39,"1","3","12","1","10","1","1",30830.470703125
1,27,38,"1","2","2","1","3","2","3",14735.2041015625
1,21,40,"1","4","7","1","18","3","2",10274.2001953125
2,45,16,"2","3","12","1","3","2","2",2664.4411621094
2,37,32,"1","4","7","1","16","2","3",2127.61328125
2,25,19,"1","3","7","1","7","2","1",3437.8930664063
2,40,37,"2","3","6","1","15","2","8",10128.6953125
2,31,8,"2","4","8","1","10","2","7",2590.2668457031
1,33,37,"1","3","2","1","3","2","1",26091.5390625
1,48,39,"1","2","12","1","5","6","2",7786.0830078125
1,23,39,"3","2","4","1","13","1","1",8403.6591796875
2,17,3,"1","4","6","1","18","2","4",172.3808898926
1,48,37,"1","2","7","1","9","2","1",8408.3935546875
2,38,38,"1","2","12","1","8","3","1",9642.3798828125
1,65,38,"2","3","4","1","3","2","1",13234.328125
2,47,37,"2","2","2","1","2","1","2",23260.25390625
1,53,42,"2","3","10","1","3","1","1",9545.16015625
1,55,38,"1","2","12","1","15","2","1",16109.404296875
2,45,39,"3","2","4","1","3","1","1",7324.9760742188
1,44,35,"1","2","10","1","14","2","1",17166.9296875
1,38,38,"2","2","4","1","3","2","3",15296.544921875
1,51,37,"1","2","6","1","8","2","1",15522.0322265625
2,44,37,"2","4","7","1","6","2","1",12370.7314453125
1,52,37,"1","1","6","1","3","1","3",15726.146484375
2,39,4,"2","4","10","1","6","2","1",1331.7592773438
2,43,30,"2","3","12","1","18","3","2",6481.84765625
1,26,43,"2","4","6","1","18","2","2",11836.447265625
1,37,37,"2","5","6","1","4","2","3",17128.8203125
1,46,40,"0","4","12","1","6","3","2",16296.5009765625
1,44,37,"1","3","4","1","18","2","1",17753.69921875
2,29,35,"1","2","8","1","3","2","3",10766.361328125
1,44,40,"1","3","6","1","12","6","2",13351.75
1,65,14,"1","2","4","1","18","3","1",6574.2387695313
1,47,35,"2","2","7","1","8","2","1",15000
2,57,90,"0","5","12","1","17","3","2",7191.0502929688
1,53,40,"1","3","12","1","3","1","1",14561.708984375
1,47,39,"0","4","10","1","18","3","2",11826.33984375
2,43,30,"2","5","3","1","12","2","2",14323.4111328125
1,20,35,"3","3","7","1","4","2","1",7102.8491210938
2,22,40,"1","2","4","1","12","2","2",9357.09375
2,36,23,"1","2","8","1","3","2","10",6033.9833984375
1,30,38,"1","1","12","1","3","6","3",17628.17578125
2,25,18,"1","3","7","1","12","2","10",5078.3671875
2,45,35,"1","3","6","1","9","3","10",11805.986328125
1,21,34,"2","3","7","1","2","2","10",11383.931640625
1,26,39,"3","4","6","1","8","2","1",8216
1,39,38,"1","4","12","1","13","2","2",11104.3876953125
1,40,38,"1","2","4","1","1","3","1",18946.62109375
2,16,40,"2","5","7","1","4","2","1",938.9307861328
2,25,16,"1","3","7","1","18","2","10",7723.9077148438
1,29,45,"1","2","4","1","12","2","3",13874.58984375
1,24,40,"2","1","1","1","18","2","1",16960
1,26,50,"1","6","7","1","4","3","1",15132
2,24,20,"1","4","12","1","18","3","2",4319.3481445313
1,44,39,"2","2","4","1","5","2","1",9518.6767578125
2,46,12,"1","4","5","5","2","2","1",3750.7053222656
2,28,35,"2","2","7","1","7","2","6",10834.041015625
2,33,35,"1","3","6","1","5","2","1",9606.8955078125
2,41,39,"0","5","12","1","18","3","2",7963.712890625
1,20,48,"0","2","4","4","7","3","1",3964.6508789063
2,33,20,"1","6","7","1","6","2","2",1510.3758544922
1,54,39,"2","2","4","1","9","2","2",20941.845703125
2,43,30,"2","2","3","1","9","2","3",18613.857421875
1,17,10,"2","3","7","1","3","2","1",357.3716125488
2,25,35,"2","4","7","1","14","2","1",7090.8500976563
1,28,50,"1","4","7","1","8","2","1",14560
2,44,30,"1","2","3","1","10","2","2",13969.85546875
2,35,14,"0","5","12","1","13","3","2",8790.06640625
2,22,39,"3","3","2","1","2","2","1",10078.337890625
2,19,10,"1","3","6","1","2","2","6",2149.3461914063
1,45,40,"2","4","7","1","6","2","1",10690.0400390625
2,35,37,"1","3","8","1","11","2","1",6038.76953125
1,32,40,"2","2","2","1","7","2","2",19814.78125
1,29,40,"0","1","6","2","1","3","2",11558.8916015625
1,38,56,"1","5","4","1","7","2","10",17868
1,47,46,"2","2","12","1","18","5","2",9512.5400390625
1,22,40,"3","4","4","1","11","2","1",8021.978515625
2,59,30,"2","3","12","1","9","2","3",8788.748046875
2,48,13,"0","3","7","1","9","2","2",1827.3400878906
2,46,36,"1","2","12","1","13","2","1",5981.40234375
1,27,39,"1","2","6","1","11","2","1",10925.962890625
1,48,45,"1","4","10","1","6","2","1",15698.599609375
2,27,40,"1","2","2","1","2","2","1",35800
2,26,12,"1","3","9","1","17","2","2",2598.8132324219
2,53,32,"0","1","12","1","9","3","1",4938.2001953125
1,54,39,"1","5","4","1","18","2","2",11330.51953125
1,17,39,"1","5","9","1","10","2","11",1730.7800292969
2,38,23,"2","2","7","1","3","2","1",5562.6333007813
2,18,10,"2","3","6","1","11","2","1",251.5044708252
2,55,48,"3","5","4","1","2","2","1",2861.1599121094
2,15,3,"1","5","13","1","6","3","11",306.2355957031
1,38,37,"1","4","4","1","11","2","1",22134.46875
1,46,38,"2","4","2","1","13","2","1",32412.93359375
2,26,37,"1","1","7","1","16","2","2",8168.3203125
1,16,40,"1","4","9","1","16","2","2",0
2,44,5,"0","3","12","1","8","3","1",7570.994140625
1,57,37,"1","2","4","1","4","2","3",20240
1,34,48,"2","4","7","1","3","2","1",19180.62109375
2,23,37,"1","2","7","1","16","2","2",10468.568359375
